#! FIELDS rg file.free der_rg
#! SET min_rg 0.450173
#! SET max_rg 0.99673
#! SET nbins_rg  53
#! SET periodic_rg false
    0.450173000   -0.000000000   -0.000000000
    0.460683712   -0.003842031   -1.174281280
    0.471194423   -0.047931073   -8.781632377
    0.481705135   -0.245245439  -32.587458438
    0.492215846   -0.846692659  -89.227925409
    0.502726558   -2.313800683 -201.629266534
    0.513237269   -5.382203105 -398.259732864
    0.523747981  -11.051838230 -697.275687657
    0.534258692  -20.335629640 -1078.205708059
    0.544769404  -33.754518873 -1468.058528031
    0.555280115  -50.840954538 -1757.089003545
    0.565790827  -69.977121690 -1844.483533928
    0.576301538  -88.764950930 -1692.924016351
    0.586812250 -104.923841834 -1360.422422392
    0.597322962 -117.139954629 -964.723039892
    0.607833673 -125.394965879 -622.307354204
    0.618344385 -130.636765971 -395.288233510
    0.628855096 -134.094933608 -278.918512746
    0.639365808 -136.772733658 -240.601069858
    0.649876519 -139.341408316 -255.589688634
    0.660387231 -142.291189307 -312.017849194
    0.670897942 -146.019646197 -401.569495642
    0.681408654 -150.764203662 -499.794385384
    0.691919365 -156.420808864 -567.885533169
    0.702430077 -162.452666993 -565.152108314
    0.712940788 -167.970336006 -469.678119520
    0.723451500 -172.052746617 -295.717260197
    0.733962212 -174.029864177  -75.873428069
    0.744472923 -173.598696336  158.252043740
    0.754983635 -170.729317333  386.018547127
    0.765494346 -165.545446619  596.676050884
    0.776005058 -158.272307263  782.559022155
    0.786515769 -149.226355937  931.067385944
    0.797026481 -138.890727863 1025.928184598
    0.807537192 -127.859834072 1062.645622123
    0.818047904 -116.732664904 1047.249830282
    0.828558615 -105.950128570 1003.168557059
    0.839069327  -95.609173679  969.477646844
    0.849580038  -85.397650765  983.171486935
    0.860090750  -74.745519923 1051.539060719
    0.870601462  -63.193243816 1146.362245539
    0.881112173  -50.777809431 1204.665963911
    0.891622885  -38.189719837 1172.015883319
    0.902133596  -26.537237653 1027.887902743
    0.912644308  -16.866567629  803.584961868
    0.923155019   -9.722821786  557.312552236
    0.933665731   -5.050136256  341.387478818
    0.944176442   -2.339180119  185.216815294
    0.954687154   -0.946649766   88.759064714
    0.965197865   -0.318926559   36.736346546
    0.975708577   -0.078944514   12.164902414
    0.986219288   -0.010848125    2.409959356
    0.996730000   -0.000000000   -0.000000000
