#! FIELDS rg file.free der_rg   (rg nm, free energy kJ/mol) -- 60ns cumulative, git_sha 1ff4ab08
0.457586 -0.000000
0.478798 -0.059630
0.500010 -1.092988
0.521223 -6.527016
0.531829 -13.049090
0.542435 -23.251920
0.553041 -37.200466
0.563647 -53.845545
0.574253 -71.132043
0.584859 -86.729780
0.595465 -99.092625
0.606071 -108.133077
0.616677 -115.077534
0.627283 -121.658452
0.637890 -129.122899
0.648496 -137.667894
0.659102 -146.565162
0.669708 -154.749494
0.680314 -161.525600
0.690920 -166.887244
0.701526 -171.278193
0.712132 -175.124940
0.722738 -178.576723
0.733344 -181.434772
0.743950 -183.352569
0.754556 -184.138646
0.765163 -183.818306
0.775769 -182.582723
0.786375 -180.583510
0.796981 -177.851184
0.807587 -174.377331
0.818193 -170.224742
0.828799 -165.595346
0.839405 -160.790150
0.850011 -156.060355
0.860617 -151.479040
0.871223 -146.922382
0.881830 -142.156707
0.892436 -137.055165
0.903042 -131.653171
0.913648 -126.089298
0.924254 -120.503212
0.934860 -114.940411
0.945466 -109.342772
0.956072 -103.648260
0.966678 -97.868592
0.977284 -92.071978
0.987890 -86.348380
0.998497 -80.693040
1.009103 -74.967082
1.019709 -68.911838
1.030315 -62.218040
1.040921 -54.620639
1.051527 -46.068144
1.062133 -36.847613
1.072739 -27.602828
1.083345 -19.146148
1.093951 -12.171104
1.104557 -7.032073
1.115163 -3.663157
1.125770 -1.702783
1.136376 -0.693470
1.146982 -0.237471
1.157588 -0.061955
1.168194 -0.008505
1.178800 -0.000000
