#! FIELDS rg file.free der_rg
#! SET min_rg 0.555766
#! SET max_rg 1.19601
#! SET nbins_rg  62
#! SET periodic_rg false
    0.555766000   -0.000000001   -0.103127887
    0.566261803   -0.009020579   -2.517069759
    0.576757607   -0.084082074  -13.361284686
    0.587253410   -0.350093450  -41.477723687
    0.597749213   -1.069118651 -102.381663930
    0.608245016   -2.686735099 -216.730727247
    0.618740820   -5.880892962 -405.004760485
    0.629236623  -11.455917643 -668.441349237
    0.639732426  -20.059100807 -972.669435032
    0.650228230  -31.784282015 -1249.874460214
    0.660724033  -45.910703639 -1417.040954998
    0.671219836  -60.935995507 -1416.088945897
    0.681715639  -75.054931666 -1250.286143850
    0.692211443  -86.820763327 -981.777246689
    0.702707246  -95.631978054 -702.618226151
    0.713203049 -101.807274103 -488.197536880
    0.723698852 -106.205166347 -365.399348424
    0.734194656 -109.752152942 -321.471408992
    0.744690459 -113.128549920 -327.859260865
    0.755186262 -116.737649360 -363.721308953
    0.765682066 -120.842931891 -422.576530929
    0.776177869 -125.680566733 -502.231213825
    0.786673672 -131.414643172 -588.918036892
    0.797169475 -137.959088635 -651.332537273
    0.807665279 -144.886165485 -656.412264850
    0.818161082 -151.477924946 -588.557062162
    0.828656885 -157.033796896 -463.458527665
    0.839152689 -161.120287594 -314.256870175
    0.849648492 -163.656045464 -171.565129569
    0.860144295 -164.811280065  -53.959069575
    0.870640098 -164.885738968   35.271424496
    0.881135902 -164.164651125   97.304762858
    0.891631705 -162.934008370  134.095674452
    0.902127508 -161.401456045  156.786635324
    0.912623311 -159.645735232  178.659503579
    0.923119115 -157.599139647  215.344525902
    0.933614918 -155.042249378  275.449114547
    0.944110721 -151.748591969  354.172101114
    0.954606525 -147.592899869  436.677941375
    0.965102328 -142.632369670  505.235761337
    0.975598131 -137.081771634  547.603129160
    0.986093934 -131.228801559  564.321187685
    0.996589738 -125.278595716  568.586168317
    1.007085541 -119.271103784  578.954103685
    1.017581344 -113.014432240  620.721658703
    1.028077148 -106.055498985  715.069305709
    1.038572951  -97.797423381  867.189506781
    1.049068754  -87.722631589 1055.042038878
    1.059564557  -75.687089358 1231.264993296
    1.070060361  -62.126586488 1336.385476593
    1.080556164  -48.036965798 1328.195426656
    1.091051967  -34.675218073 1198.875327518
    1.101547770  -23.193445539  978.242384613
    1.112043574  -14.271907321  720.161772986
    1.122539377   -8.021492763  476.989499803
    1.133035180   -4.085158400  283.336504207
    1.143530984   -1.859689475  150.128617477
    1.154026787   -0.742861484   70.245026626
    1.164522590   -0.252427652   28.136726375
    1.175018393   -0.067874176    9.766066548
    1.185514197   -0.009779748    2.517177387
    1.196010000   -0.000000375    0.079772762
